DR Number,Victim Age,Victim Sex,Victim Descent
130504953,47,M,W
130504958,21,F,H
130504983,15,F,W
130505031,19,M,H
130505040,19,F,W
130505130,34,M,H
130505138,29,F,H
130505166,36,F,B
130505188,40,F,H
130505232,19,M,H
130505281,15,M,H
130505289,28,M,B
130505318,28,M,H
130505329,37,F,H
130505331,15,M,H
130505376,15,M,H
130505421,48,M,W
130505448,29,M,W
130505507,36,F,H
130505523,17,F,H
130505529,53,M,H
130505554,15,F,B
130505565,28,F,A
130505570,37,F,H
130505609,31,M,H
130505649,29,M,H
130505764,22,F,H
130505767,25,F,H
130505816,25,F,W
130505856,12,M,H
130505858,12,M,H
130505876,27,F,H
130505886,41,F,B
130505897,32,M,W
130505903,44,M,W
130505922,29,F,H
130505983,53,M,H
130506016,24,M,H
130506019,41,F,H
130506023,28,F,W
130506028,26,M,H
130506280,13,M,B
130506320,44,M,W
130506347,31,F,B
130506365,29,F,B
130506372,52,M,W
130506437,16,M,H
130506460,36,F,W
130506472,15,M,H
130506475,18,M,H
130506480,27,M,H
130506491,47,M,H
130506556,64,M,H
130506605,46,F,O
130506610,53,M,H
130506679,54,F,W
130506700,24,F,H
130506732,18,M,H
130506769,63,F,H
130506844,43,M,W
130506926,54,M,O
130506966,37,F,H
130506969,39,M,H
130507013,29,F,B
130507114,57,M,W
130507128,21,M,H
130507164,39,M,H
130507194,27,F,H
130507219,26,F,W
130507222,22,F,W
130507233,32,F,H
130507267,20,M,W
130507304,21,F,H
130507351,43,F,H
130507355,17,M,H
130507390,99,M,B
130507520,51,F,B
130507543,20,F,B
130507683,28,F,B
130507698,53,F,B
130507736,15,M,A
130507771,25,M,W
130507775,47,F,H
130507779,42,F,H
130507794,17,M,W
130507816,38,M,H
130507856,57,M,W
130507858,59,M,W
130507861,28,M,H
130507862,12,M,X
130507873,19,F,W
130507902,37,F,H
130507930,50,M,B
130507952,22,F,H
130507956,61,F,H
130507957,37,M,H
130507960,23,M,H
130507980,73,M,W
130507999,47,F,H
130508012,57,F,B
130508019,21,M,H
130508020,27,M,H
130508107,14,F,H
130508170,22,M,H
130508199,39,F,W
130508222,41,M,H
130508251,38,M,O
130508253,25,M,H
130508297,28,M,H
130508303,18,M,O
130508337,33,M,W
130508360,14,M,H
130508375,42,M,B
130508381,26,M,H
130508504,20,M,H
130508527,18,M,H
130508545,46,F,W
130508549,15,F,H
130508553,31,M,H
130508591,27,F,B
130508617,19,M,O
130508618,20,F,W
130508620,38,M,H
130508644,32,M,H
130508704,34,M,H
130508708,12,F,H
130508733,40,F,B
130508739,57,F,H
130508768,51,F,W
130508781,35,M,W
130508788,47,M,H
130508815,49,M,W
130508823,39,F,H
130508827,16,M,H
130508839,27,F,H
130508867,18,F,H
130508907,31,F,H
130508936,32,M,H
130509042,54,F,H
130509110,49,F,W
130509144,17,M,H
130509189,33,M,H
130509214,49,M,H
130509246,17,F,B
130509262,28,F,O
130509298,60,F,H
130509311,17,M,W
130509317,26,M,H
130509334,52,M,W
130509504,20,M,W
130509505,26,F,B
130509521,47,M,W
130509572,13,M,W
130509613,49,M,H
130509646,25,M,B
130509695,38,M,H
130509724,64,M,O
130509736,59,F,W
130509839,33,M,H
130509857,42,F,H
130509859,32,F,H
130509920,21,M,B
130509987,12,F,H
130510090,24,M,A
130510091,47,F,W
130510113,54,M,H
130510143,22,M,H
130510179,28,F,H
130510204,20,M,H
130510216,49,M,H
130510242,27,M,H
130510244,25,M,H
130510283,16,M,B
130510326,54,M,W
130510350,13,M,H
130510355,30,M,W
130510431,59,F,W
130510454,47,F,H
130510455,21,F,B
130510456,23,F,O
130510493,27,M,B
130510503,19,F,H
130510544,24,M,H
130510614,25,M,H
130510711,50,F,H
130510717,19,M,H
130510727,55,F,W
130510792,65,F,B
130510821,12,M,O
130510827,24,M,W
130510925,25,F,H
130510958,26,M,W
130510963,21,F,O
130510980,39,F,H
130510981,15,F,H
130511040,48,M,H
130511142,72,M,H
130511162,39,M,W
130511240,53,F,H
130511257,44,M,B
130511292,62,M,W
130511293,31,M,W
130511294,24,M,W
130511320,36,F,H
130511326,31,M,H
130511387,18,F,H
130511414,28,M,H
130511455,35,M,H
130511523,43,M,H
130511575,22,F,H
130511588,34,M,H
130511589,32,M,W
130511632,46,F,W
130511647,20,M,H
130511657,32,M,B
130511664,39,F,W
130511697,42,F,H
130511703,27,F,W
130511710,29,M,H
130511843,52,M,O
130511995,18,M,H
130511996,18,M,H
130511998,33,M,O
130512012,46,M,H
130512127,50,M,H
130512142,29,M,W
130512145,34,F,H
130512164,29,M,W
130512363,22,M,W
130512431,32,M,H
130512449,35,M,H
130512494,49,M,H
130512506,27,F,B
130512556,44,F,H
130512558,34,F,H
130512563,30,F,H
130512597,32,F,O
130512625,17,F,W
130512635,20,F,W
130512645,43,F,H
130512668,28,M,H
130512697,54,M,W
130512700,28,F,B
130512732,21,F,B
130512756,12,M,X
130512788,40,F,H
130512799,18,M,H
130512811,18,M,H
130512813,53,M,W
130512876,32,M,O
130512972,50,M,H
130512974,18,F,B
130512996,56,M,W
130513030,40,F,H
130513047,19,M,H
130513061,23,M,H
130513065,43,F,H
130513083,26,F,W
130513084,19,F,H
130513099,19,F,H
130513117,18,F,H
130513155,20,F,H
130513179,21,F,H
130513208,40,M,H
130513244,21,F,H
130513292,40,F,B
130513405,56,M,W
130513430,38,M,O
130513470,22,F,B
130513533,27,M,H
130513538,20,M,H
130513543,23,M,H
130513579,83,M,H
130513581,33,F,H
130513596,24,F,H
130513655,24,F,H
130513744,47,M,W
130513770,26,M,W
130513822,47,M,H
130513895,46,M,H
130513908,23,F,B
130513945,55,M,B
130513964,61,M,H
130513988,26,F,H
130514031,41,F,H
130514048,27,M,H
130514066,16,F,H
130514110,30,M,H
130514157,35,M,W
130514161,13,F,H
130514172,64,M,H
130514197,33,F,H
130514201,20,F,H
130514203,19,F,H
130514207,35,M,H
130514270,45,F,W
130514311,63,F,O
130514409,64,M,W
130514466,27,M,W
130514503,23,F,H
130514567,48,F,W
130514576,12,M,O
130514602,70,F,H
130514613,51,M,H
130514812,36,M,W
130514845,24,F,B
130514867,21,M,H
130514884,42,F,W
130514938,45,F,H
130514952,22,M,W
130515020,86,M,W
130515022,32,F,H
130515075,62,M,W
130515112,17,M,G
130515208,36,M,H
130515296,22,M,H
130515334,15,F,H
130515426,42,M,H
130515454,50,M,B
130515550,50,M,H
130515653,45,M,H
130515666,16,F,H
130515692,43,M,H
130515762,36,M,H
130515778,48,M,H
130515788,77,F,H
130515806,16,M,B
130515830,30,F,H
130515835,55,M,H
130515851,23,M,H
130516023,41,M,W
130516101,41,M,H
130516140,20,M,H
130516181,34,M,W
130516257,46,M,H
130516294,54,M,W
130516349,21,M,H
130516486,32,M,H
130516510,17,F,B
130516543,26,F,W
130516567,14,M,B
130516570,47,F,H
130516611,16,M,W
130516619,22,F,H
130516764,15,M,H
130516803,52,F,B
130516818,45,M,B
130516894,14,F,H
130516929,50,M,O
130516969,43,F,H
130516999,12,X,X
130517032,25,M,W
130517033,34,M,W
130517034,29,M,W
130517035,27,F,W
130517053,21,F,H
130517112,59,M,W
130517119,23,F,A
130517121,38,M,H
130517282,21,M,H
130517335,23,F,B
130517374,31,M,H
130517503,11,M,H
130517531,13,F,H
130517624,15,M,H
130517693,18,M,H
130517698,12,F,W
130517699,12,F,W
130517712,39,F,H
130517723,53,M,W
130517752,26,F,H
130518096,20,F,W
130518113,53,M,W
130518129,52,F,W
130518133,34,M,H
130518201,22,F,B
130518298,23,F,H
130518315,27,F,H
130518319,37,F,H
130518323,20,M,H
130518334,23,M,H
130518357,21,F,H
130518423,27,F,W
130518458,40,F,H
130518479,28,M,H
130518536,27,M,H
130518597,57,F,H
130518626,47,M,A
130518737,41,F,H
130518767,18,M,H
130518768,26,M,W
130518769,24,M,H
130518776,59,M,H
130518789,23,F,H
130518899,38,M,W
130518900,38,F,H
130518936,18,F,H
130519148,42,M,H
130519152,16,M,H
130519162,49,F,B
130519181,29,F,B
130519200,25,F,H
130519201,41,M,O
130519202,39,M,O
130519436,36,F,W
130519470,46,F,B
130519560,52,M,O
130519609,24,M,H
130519611,39,M,W
130519640,44,F,W
130519774,21,M,W
130519805,24,M,H
130600516,50,F,O
130600530,72,F,H
130600560,41,F,B
130600568,45,M,W
130600569,49,F,W
130600572,25,F,O
130600579,23,M,W
130600614,21,F,H
130600631,27,F,H
130600652,48,M,B
130600675,37,M,B
130600678,50,F,B
130600686,56,M,W
130600704,34,M,W
130600714,46,F,B
130600780,47,F,B
130600788,38,F,W
130600810,20,F,H
130600812,25,M,B
130600815,25,M,B
130600834,24,M,H
130600840,33,F,W
130600848,23,M,H
130600875,36,M,W
130600876,24,M,H
130600952,58,F,W
130600953,19,M,B
130601060,50,M,O
130600976,65,M,W
130600980,23,F,H
130600986,20,F,B
130601000,52,M,W
130601004,12,F,H
130601013,35,M,W
130601062,23,F,W
130601082,30,M,W
130601087,51,F,B
130601095,21,F,H
130601108,24,M,H
130601120,23,M,H
130601121,25,M,H
130604003,29,F,O
130604028,38,M,H
130604031,27,M,H
130604065,24,F,W
130604098,33,F,H
130604311,21,F,W
130604374,37,M,X
130604397,32,F,H
130604406,49,M,B
130604430,46,F,W
130604458,37,F,O
130604463,27,M,H
130604464,26,M,H
130604466,25,M,H
130604471,26,M,H
130604474,19,F,H
130604536,24,M,H
130604551,26,M,W
130604602,24,F,H
130604633,31,F,H
130604641,38,M,W
130604675,38,F,H
130604709,21,M,H
130604711,18,M,H
130604725,46,F,B
130604727,24,F,H
130604829,24,M,W
130604916,35,M,H
130604937,25,F,A
130605034,41,M,B
130605049,35,M,W
130605060,46,F,W
130605097,22,F,W
130605137,22,M,W
130605193,52,M,W
130605245,27,M,W
130605248,41,M,H
130605257,20,F,B
130605274,37,M,W
130605294,49,M,O
130605345,29,F,H
130605392,35,F,W
130605489,41,M,H
130605510,26,F,W
130605579,50,M,H
130605545,32,F,W
130605555,40,M,H
130605564,46,M,B
130605647,61,M,W
130605661,34,M,H
130605732,23,M,B
130605733,27,M,X
130605757,57,F,O
130605789,25,F,B
130605841,11,M,W
130605845,28,M,W
130605846,21,F,W
130605854,24,M,B
130605871,37,M,H
130605878,23,M,H
130606061,49,F,B
130606062,20,F,H
130606064,20,M,H
130606093,19,F,H
130606151,31,M,W
130606231,29,M,H
130606244,19,M,W
130606329,24,F,W
130606330,26,M,W
130606445,50,M,H
130606474,54,F,H
130606494,26,M,H
130606503,64,F,W
130606504,41,M,W
130606505,26,M,W
130606515,23,M,C
130606533,35,F,B
130606538,23,F,W
130606571,20,M,H
130606585,33,M,W
130606588,49,M,B
130606610,27,M,W
130606611,38,F,H
130606631,24,M,W
130606632,30,M,B
130606634,18,M,W
130606655,13,M,A
130606714,50,M,O
130606734,22,F,W
130606779,32,F,W
130606814,50,M,B
130606835,59,F,W
130606836,27,M,A
130606837,27,M,A
130606847,24,M,H
130606865,13,M,H
130606970,17,M,H
130606978,60,M,B
130607083,21,F,W
130607149,23,M,W
130607224,45,M,W
130607258,66,M,W
130607302,50,F,W
130607339,51,F,W
130607434,57,F,H
130607455,27,M,H
130607511,48,M,H
130607548,53,M,W
130607554,27,M,H
130607623,13,M,O
130607624,13,M,O
130607627,22,M,B
130607708,41,F,W
130607737,22,F,A
130607775,39,M,H
130607803,48,M,H
130607851,25,M,B
130607854,34,M,W
130607890,63,M,W
130607895,12,M,W
130607903,27,M,H
130607920,29,F,B
130607922,48,M,H
130608008,18,M,H
130608009,47,M,H
130608010,38,F,A
130608027,24,M,B
130608039,30,F,H
130608040,30,M,H
130608041,27,M,H
130608091,17,M,W
130608110,23,F,W
130608114,48,M,W
130608133,46,M,W
130608238,37,F,H
130608252,48,M,H
130608316,26,M,W
130608320,22,F,O
130608344,41,M,W
130608415,27,M,B
130608417,40,M,W
130608426,43,M,H
130608470,35,M,H
130608514,42,M,W
130608543,28,M,W
130608570,35,M,B
130608644,43,M,W
130608664,20,M,O
130608705,33,F,H
130608786,29,M,W
130608806,18,M,H
130608819,52,M,B
130608821,18,M,H
130608822,41,M,W
130608928,17,F,H
130609030,27,M,H
130609074,22,F,H
130609078,26,F,H
130609085,41,M,B
130609089,55,M,H
130609140,26,F,B
130609180,20,M,B
130609187,21,F,H
130609192,34,F,W
130609227,25,M,W
130609243,26,M,H
130609247,29,M,W
130609277,21,F,B
130609301,35,M,W
130609308,22,M,B
130609463,29,F,H
130609647,62,M,W
130609648,22,F,H
130609689,18,F,W
130609704,35,F,H
130609721,34,F,W
130609737,31,F,B
130609774,40,M,H
130609775,27,F,W
130609785,45,M,W
130609838,22,F,B
130609845,23,M,W
130609846,22,M,H
130609899,36,M,B
130609924,25,M,H
130609926,31,F,H
130609940,45,M,W
130609956,27,F,W
130610009,35,F,H
130610029,66,M,W
130610040,27,F,B
130610041,25,F,W
130610062,38,M,W
130610070,19,M,H
130610205,21,M,W
130610219,19,F,H
130610225,56,M,W
130610244,51,M,O
130610248,19,M,H
130610279,23,M,H
130610360,27,M,W
130610416,38,M,W
130610455,37,M,H
130610463,56,M,H
130610464,26,F,O
130610467,29,M,H
130610487,25,F,W
130610488,16,M,A
130610599,40,M,B
130610605,34,M,B
130610608,20,M,H
130610735,30,M,W
130610742,23,F,B
130610754,23,M,H
130610804,21,M,H
130610812,30,M,O
130610839,27,F,H
130610858,58,M,H
130610934,43,M,W
130610939,23,M,H
130610999,39,M,B
130611004,46,M,O
130611018,21,F,B
130611019,22,F,B
130611020,22,M,B
130611101,50,F,B
130611115,34,M,W
130611129,14,F,B
130611183,18,M,H
131409462,27,F,H
130611296,32,F,B
130611327,40,M,B
130611340,21,M,O
130611357,32,M,H
130611419,26,F,B
130611423,47,M,W
130611424,22,F,W
130611451,25,F,A
130611475,56,F,H
130611476,38,M,O
130611480,35,M,W
130611491,21,M,H
130611518,24,F,H
130611549,27,M,H
130611585,20,F,H
130611639,42,M,W
130611683,30,M,H
130611718,27,F,H
130611747,27,F,B
130611778,50,F,H
130611800,10,F,H
130611855,45,M,W
130611915,26,F,W
130611920,32,M,W
130612057,21,M,H
130612058,15,F,H
130612081,61,F,W
130612087,42,M,W
130612144,21,M,H
130612145,45,M,W
130612164,51,F,A
130612203,50,F,B
130612215,26,M,O
130612255,50,M,H
130612256,26,F,B
130612257,29,M,B
130612284,55,M,W
130612317,25,M,H
130612318,26,M,H
130612319,19,M,H
130612349,33,M,O
130612360,40,F,H
130612388,20,M,W
130612389,21,M,H
130612404,28,M,B
130612444,34,M,W
130612475,33,M,W
130612502,21,M,W
130612571,25,M,H
130612619,40,M,W
130612670,30,F,W
130612696,28,M,O
130612702,75,M,W
130612735,37,M,W
130612781,33,F,H
130612880,49,F,H
130612881,19,M,H
130612888,36,M,W
130612912,22,F,H
130612978,43,F,H
130613021,30,M,O
130613091,52,F,W
130613131,24,M,W
130613144,21,M,W
130613170,32,M,H
130613216,16,M,A
130613223,67,M,W
130613291,56,M,B
130613327,53,M,W
130613339,21,M,H
130613368,27,M,O
130613370,22,M,W
130613380,59,F,H
130613394,22,F,W
130613410,31,F,F
130613446,27,M,B
130613484,50,F,O
130613486,47,M,W
130613620,28,F,H
130613697,62,M,W
130613700,34,M,B
130613714,48,M,W
130613759,27,M,H
130613765,19,M,B
130613773,19,M,B
130613774,21,F,B
130613779,38,M,H
130613796,20,M,H
130613799,26,F,O
130613826,30,M,W
130613854,21,F,H
130613866,25,F,W
130613893,20,M,B
130613922,25,M,H
130613951,50,M,W
130613986,22,M,W
130614000,21,M,B
130614001,23,M,B
130614026,51,F,W
130614060,18,F,H
130614142,31,F,W
130614182,31,F,H
130614209,45,M,A
130614254,32,M,H
130614295,22,M,O
130614326,24,M,H
130614330,19,M,W
130614355,48,M,W
130614393,26,M,O
130614395,21,F,B
130614442,41,M,H
130614459,23,M,O
130614465,47,F,O
130614470,47,F,H
130614477,53,M,O
130614519,46,M,H
130614547,61,M,H
130614575,25,M,W
130614611,15,F,H
130614745,38,M,F
130614828,30,M,W
130614842,20,M,B
130614861,24,M,W
130614889,32,F,H
130614898,21,F,H
130614903,29,M,W
130614910,20,M,W
130614966,39,F,B
130615050,66,M,H
130615077,24,M,W
130615140,22,F,W
130615171,50,M,H
130615205,14,F,H
130615208,26,M,H
130615266,20,M,W
130615267,38,M,W
130615269,27,M,O
130615271,49,M,O
130615275,28,M,O
130615283,84,M,W
130615299,28,F,H
130615316,27,F,W
130615360,54,M,O
130615401,25,F,W
130615437,47,F,H
130615473,20,M,H
130615498,29,M,W
130615504,49,M,W
130615653,64,M,W
130615678,25,F,A
130615700,27,M,H
130615735,40,M,O
130615753,22,F,W
130615812,49,M,W
130615887,64,M,W
130615911,18,M,H
130615931,30,M,O
130615932,23,F,B
130615961,20,F,O
130615977,48,F,O
130615987,33,M,H
130615996,43,M,B
130616036,12,M,W
130616039,28,F,H
130616104,26,M,W
130616152,58,M,W
130616160,53,M,W
130616215,37,M,H
130616220,61,F,W
130616296,18,F,W
130616306,24,F,W
130616307,21,M,W
130616343,39,F,W
130616363,25,F,W
130616364,30,M,H
130616377,27,M,W
130616461,30,F,W
130616523,28,M,B
130616558,45,F,W
130616578,28,M,W
130616614,62,M,W
130616680,39,M,H
130616687,31,M,O
130616696,60,M,B
130616697,48,M,W
130616735,44,M,B
130616769,35,M,O
130616770,21,M,W
130616796,32,F,W
130616810,63,M,H
130616823,45,M,B
130616841,22,M,H
130616887,48,M,H
130616998,25,M,B
130617002,24,F,B
130617003,64,M,O
130617024,44,M,O
130617087,25,F,B
130617140,25,M,B
130617177,25,M,B
130617180,38,M,B
130617254,57,F,O
130617306,56,M,W
130617334,29,F,B
130617336,31,M,B
130617411,20,M,W
130617421,49,F,W
130617447,21,F,B
130617449,23,M,B
130617512,41,M,B
130617513,25,F,W
130617519,35,M,H
130617521,48,M,B
130617538,59,M,W
130617561,35,F,W
130617575,29,M,W
130617624,19,M,H
130617654,27,M,H
130617655,30,F,B
130617677,24,F,W
130617680,44,M,O
130617729,31,F,B
130617733,54,F,H
130617743,33,F,H
130617774,59,M,W
130617845,23,M,H
130617867,21,M,W
130617906,40,M,W
130617908,28,F,H
130617974,62,M,W
130617975,26,M,A
130617976,23,F,H
130618038,20,F,H
130618041,34,M,H
130618057,21,F,W
130618117,30,F,B
130618129,34,F,W
130618164,34,F,W
130618166,27,F,W
130618168,24,M,H
130618200,51,M,H
130618337,46,M,B
130618338,29,F,B
130618415,56,M,W
130618421,57,M,W
130618520,45,M,B
130618574,38,M,W
130618579,20,F,W
130618582,29,M,B
130618607,23,F,W
130618618,45,M,H
130618659,21,F,H
130618682,22,F,H
130618726,33,F,W
130618727,31,F,H
130618728,25,M,W
130618753,31,M,W
130618800,31,F,B
130618837,12,M,B
130618898,42,M,B
130618917,30,F,W
130618927,38,F,A
130618935,22,M,H
130618937,23,M,W
130619004,21,M,H
130619053,46,M,W
130619088,19,M,H
130619140,23,F,B
130619141,39,F,B
130619166,18,M,H
130619167,23,F,H
130619248,34,M,W
130619273,54,M,A
130619334,20,F,H
130619336,33,M,O
130619341,26,M,H
130619357,72,M,H
130619364,39,M,W
130619410,23,M,W
130619463,29,M,W
130619476,49,F,H
130619477,27,F,H
130619478,72,M,W
130619479,18,F,W
130619533,22,F,H
130619564,18,F,W
130619573,23,F,H
130619606,30,M,H
130619647,43,M,W
130619676,21,F,A
130619690,36,M,O
130619725,50,F,B
130619748,55,M,W
130619802,20,F,W
130619806,21,F,O
130619833,21,F,B
130619847,26,F,W
130619849,32,M,O
130619850,23,M,H
130619861,28,M,W
130619866,53,M,B
130619922,16,F,B
130619930,28,M,H
130619977,25,M,H
130620013,22,M,W
130620021,46,F,W
130620022,25,M,W
130620030,30,M,B
130620053,23,M,B
130620078,62,M,H
130620130,58,F,W
130620134,56,M,H
130620149,41,F,H
130620191,31,M,A
130620192,85,M,H
130620247,51,F,B
130620395,32,M,O
130620538,46,M,H
130620603,23,F,W
130620619,45,F,W
130620654,42,M,W
130620726,27,F,W
130620729,23,M,W
130620730,23,M,W
130620769,17,M,H
130620825,33,M,H
130620851,26,F,O
130620908,22,F,B
130620933,27,F,H
130620956,21,F,H
130620977,41,M,W
130621067,24,F,H
130621164,22,M,W
130621169,29,M,O
130621170,45,M,W
130621175,52,F,H
130621218,38,M,H
130621246,29,M,H
130621331,24,F,H
130621332,35,M,W
130621390,25,F,H
130621431,46,F,W
130621481,22,F,H
130621489,19,F,H
130621522,58,M,O
130621536,70,M,W
130621553,24,F,O
130621569,23,M,B
130621585,27,F,W
130621615,33,M,H
130621621,36,M,H
130621622,29,M,W
130621637,41,M,B
130621713,33,M,W
130621860,21,M,W
130621883,32,M,H
130621913,19,M,H
130621962,62,M,W
130621963,22,M,H
130621967,61,M,O
130621968,21,M,O
130622032,44,M,W
130622058,33,M,W
130622080,44,F,H
130622151,30,M,H
130622185,39,M,W
130622254,28,M,W
130622276,20,F,W
130622284,19,F,H
130622285,28,M,W
130622301,56,M,W
130622302,34,F,A
130622303,34,M,B
130622304,43,M,W
130622342,32,M,W
130622354,12,M,W
130622392,26,F,H
130622393,21,F,H
130622431,46,F,W
130622432,24,F,W
130622451,49,M,H
130622475,37,M,W
130622480,33,M,W
130622523,49,M,H
130622594,42,M,H
130622699,37,M,O
130622732,28,M,W
130622747,24,M,A
130622798,20,M,W
130622799,34,F,W
130622801,35,M,H
130622803,55,M,W
130622804,42,F,W
130622810,42,M,A
130622822,21,M,W
130622838,47,M,W
130622839,22,M,H
130622844,45,F,H
130622896,68,M,H
130622931,21,F,W
130622990,47,M,H
130623056,55,F,B
130623077,50,F,B
130623093,28,M,H
130623128,44,M,H
130623161,51,M,H
130623183,31,M,W
130623190,93,F,W
130623204,23,M,B
130623235,27,M,W
130623240,30,M,W
130623241,22,F,H
130623253,23,M,W
130623265,23,M,B
130623278,14,M,F
130623311,49,F,W
130623361,28,F,W
130623410,40,F,H
130623413,45,M,B
130623476,23,M,H
130623503,39,M,W
130623547,23,F,O
130623548,25,F,B
130623549,37,M,W
130623554,63,M,H
130623561,30,F,H
130623616,31,F,A
130623623,68,M,W
130623624,30,M,W
130623734,30,M,W
130623783,24,M,B
130623795,21,F,B
130623807,22,M,B
130623856,43,M,W
130623862,23,F,B
130623865,41,M,W
130623876,28,M,H
130623882,32,M,W
130623959,22,M,B
130623987,34,M,H
130623989,34,M,W
130624000,21,F,H
130624039,33,M,W
130624052,34,F,W
130624061,34,M,H
130624073,52,M,B
130624077,17,M,W
130624103,26,M,B
130624192,21,M,O
130624206,67,M,H
130624214,27,F,H
130624235,24,F,A
130624243,51,F,W
130624244,17,F,B
130624276,51,M,W
130624292,22,M,H
130624299,23,F,H
130624300,23,F,B
130624304,23,M,H
130624351,22,M,H
130624392,22,F,W
130624402,39,M,B
130624429,28,M,H
130624430,33,M,H
130624444,35,F,H
130624445,40,F,H
130624464,60,M,W
130624469,27,M,H
130624470,50,F,B
130624471,58,M,A
130624536,26,M,H
130624541,49,M,A
130624626,59,M,B
130624675,27,F,W
130624731,28,M,B
130624742,18,F,W
130624745,38,F,H
130624746,34,M,H
130624749,27,M,B
130624750,32,F,W
130624763,50,M,W
130624790,24,M,B
130624791,19,M,B
130624792,21,M,H
130624793,23,F,H
130624811,34,M,H
130624844,56,M,W
130624900,32,F,H
130624941,15,F,W
130625051,24,M,O
130625052,35,M,O
130625058,50,F,B
130625122,19,F,W
130625137,18,M,H
130625159,49,M,W
130625179,27,M,W
130625182,25,M,W
130625211,24,M,H
130625226,63,F,H
130625238,34,F,W
130625245,22,M,H
130625251,21,F,B
130625290,27,M,H
130625401,23,M,H
130625440,32,M,W
130625475,40,F,W
130625575,21,M,W
130625578,34,F,W
130625592,44,F,W
130625594,28,F,W
130625595,33,M,W
130625631,18,M,W
130625636,31,F,W
130625637,53,M,B
130625654,37,M,W
130625663,25,F,W
130625668,21,F,B
130625678,18,F,B
130625735,49,M,W
130625773,43,M,W
130625792,32,M,W
130625798,33,M,W
130625830,23,F,W
130625896,19,M,B
131321174,43,F,B
130625909,30,M,W
130625932,22,F,H
130625941,16,M,W
130625943,29,M,W
130625952,59,M,B
130625977,45,M,W
130625982,42,M,H
130626017,34,M,W
130626166,22,M,W
130626179,25,M,B
130626235,27,M,O
130626251,16,M,H
130626252,17,M,H
130626302,46,M,W
130626323,25,M,W
130626350,36,F,H
130626359,59,F,W
130626416,19,F,B
130626546,23,M,H
130626610,32,M,W
130626642,49,F,W
130626689,48,M,H
130626708,36,F,B
130626743,53,M,B
130626778,19,M,B
130626785,33,F,H
130626803,35,M,B
130626807,50,M,W
130626867,15,F,H
130626877,31,M,H
130626950,46,F,W
130626974,34,M,W
130627019,20,F,B
130627104,26,M,W
130627176,50,M,W
130627229,55,M,B
130627301,39,M,W
130627366,38,M,W
130627374,19,F,O
130627390,27,M,W
130700535,22,F,W
130700540,20,F,O
130700568,17,F,H
